name,Category,Rating,Nº Reviews,Stars,User Comment,Hours,Plus Code,Address,City,Province,Url,Latitude,Longitude,Url in Maps
Juanse’s Burguer,Restaurante,"4,1",40.0,4.0,"El lugar es tranquilo, limpio y está bien atendido, la comida estaba buena 8.5/10 las papas tenían mucha sal, sin embargo, estaban ricas. La comida se demoró 1h 15m lo que fue demasiado pero ese día estaban a tope de pedidos.

Es una opción diferente juanse&apos;s  burguer tiene un buen producto que ofrecer son una opción diferente a los restaurantes más concurridos y tiene  un muy buen potencial de crecimiento.",,"3VGQ+MJ Floridablanca, Santander","Cra. 23 #150A - 02, Bucaramanga, Floridablanca, Santander","Floridablanca, Santander",Santander,,7.0766902,-73.1108923,https://maps.app.goo.gl/vtdQtgmWRZerjAJ16
El Perro de Pacho,Restaurante de comida rápida,"4,6",193.0,5.0,La comida es muy rica pero le falta una pizca de sal pero eso ya es gusto mio realmente,"domingo, 5a11 PM; lunes, 5a11 PM; martes, 5a11 PM; miércoles, Cerrado; jueves, 5a11 PM; viernes, 5a11 PM; sábado, 5a11 PM","3WR3+F2 Floridablanca, Santander","Cl 111A #45-03, Floridablanca, Santander","Floridablanca, Santander",Santander,http://www.instagram.com/elperrrodepacho,7.0911954,-73.0974759,https://maps.app.goo.gl/uUE39Wu6mZSZ2dEb8
La Parrillada Veleña,Restaurante de comida rápida,"4,1",20.0,5.0,"Exelente servicio, tanto en el negocio como a domicilio.","domingo, 5 PMa2 AM; lunes, 5 PMa1:45 AM; martes, 5 PMa1:45 AM; miércoles, 5 PMa1:45 AM; jueves, 5 PMa1:45 AM; viernes, 5 PMa1:45 AM; sábado, 5 PMa2 AM","3W99+C8 Floridablanca, Santander","Av. Bucarica, Floridablanca, Santander","Floridablanca, Santander",Santander,,7.0685375,-73.0816513,https://maps.app.goo.gl/fvxYP4Zatx8XEGPJ8
Delicias Don Efra,Restaurante de comida rápida,"4,5",121.0,5.0,"Excelente comida rápida preparada con cariño, es económico para los precios de hoy en día.","domingo, 6 PMa12 AM; lunes, 6 PMa12:30 AM; martes, 6 PMa12:30 AM; miércoles, 6 PMa12:30 AM; jueves, 6:30 PMa12 AM; viernes, 6:30 PMa12 AM; sábado, 6 PMa12 AM","3VHV+GM Floridablanca, Santander","Cl. 15 #28-66, Floridablanca, Santander","Floridablanca, Santander",Santander,,7.0787562,-73.1058655,https://maps.app.goo.gl/9cx3UhwgPcTSdBxC8
Presto Caracoli,Hamburguesería,"2,8",4.0,4.0,"Sabor inigualable carne y tocineta jugosa, pan digerible con esto quiero decir que no se hace bola, verduras frescas, papas indescriptible tienes que probarlas.",,"3WH3+79 Floridablanca, Santander","Cl. 16a #39, Floridablanca, Santander","Floridablanca, Santander",Santander,,7.0782455,-73.0965068,https://maps.app.goo.gl/21tuMgskWUVNGg1YA
Camacho&apos;s Cañaveral,Restaurante de comida rápida,"4,4",1.065,3.0,El lugar es agradable. No tienen menú físico y no tienen WiFi para leer el qr. Las hamburguesas 🍔 son buenas. De acuerdo con las recomendaciones no lleno las expectativas. La atención es buena al igual que el tiempo del servicio.,"domingo, 12a3 PM, 6a11 PM; lunes, 12a2:30 PM, 6a10 PM; martes, 12a2:30 PM, 6a10 PM; miércoles, 12a2:30 PM, 6a10 PM; jueves, 12a2:30 PM, 6a10 PM; viernes, 12a3 PM, 6a11 PM; sábado, 12a3 PM, 6a11 PM","3V9V+43 Floridablanca, Santander","Cl. 31 # 23-29, Floridablanca, Santander","Floridablanca, Santander",Santander,https://grupocamachos.com/menu/,7.0677745,-73.1073684,https://maps.app.goo.gl/kW6mpTHEGCSXYN1n6
Comidas Rápidas Villaburguer,Restaurante,"4,6",19.0,5.0,Excelente servicio muy ricas las comidas me encantan mucho las hamburguesas y las picadas son muy atentos con el servicio un buen sitio para disfrutar en familia,,"3VJW+JJ Floridablanca, Santander","Cra. 13 #7-37, Floridablanca, Santander","Floridablanca, Santander",Santander,,7.0815457,-73.1034257,https://maps.app.goo.gl/ziRJ9Ac8dg6RCBfv6
Comidas Rápidas Tartaros,Restaurante de comida rápida,"4,9",122.0,5.0,"Super rico las comidas, y la atención única  y excelente en todo","domingo, 6 PMa12 AM; lunes, 6a11 PM; martes, 6a11 PM; miércoles, 6a11 PM; jueves, 6a11 PM; viernes, 6a11 PM; sábado, 6 PMa12 AM","3WH4+38 Floridablanca, Santander","Cl. 148 #44-64, Floridablanca, Santander","Floridablanca, Santander",Santander,https://instagram.com/tartaros_floridablanca?igshid=r25x8dpyc2jr,7.0777465,-73.0942101,https://maps.app.goo.gl/PmaPgahA8X8XQ6tMA
JK parrilla,Restaurante,"4,2",18.0,5.0,Buena comida a buen precio. Hay buena variedad,"domingo, 6 PMa12 AM; lunes, 6 PMa12 AM; martes, 6 PMa12 AM; miércoles, 5a11 AM; jueves, 6 PMa12 AM; viernes, 6 PMa12 AM; sábado, 6 PMa12 AM","3WC3+RC Floridablanca, Santander","Floridablanca, Santander","Floridablanca, Santander",Santander,,7.0720546,-73.0964177,https://maps.app.goo.gl/WuXPUtMc18a9icJG6
La Cuadra 29,Restaurante de comida rápida,"4,5",11.0,5.0,"No cambio la cuadra por nada, las hamburguesas 1000/10, son adictivas las amo. La mejor comida rápida de Floridablanca, él servicio también es muy bueno si tienes alguna queja te solucionan súper rápido, las papas las pueden mejorar.",,"3W7C+52 Floridablanca, Santander","Cra. 40 #203-40, Floridablanca, Santander","Floridablanca, Santander",Santander,,7.0629645,-73.0799943,https://maps.app.goo.gl/Zsb8XTabYY4MFBEX6
TRIBBECA STEAK HOUSE,Restaurante,"4,6",104.0,5.0,"El lugar es amplio y cómodo, la comida es de muy alta calidad y la proporción de los platos es justa para el precio pagado. Ahora su lunar es el servicio, mesero sin experiencia, no conoce la carta, para nada amable. Aún siendo la única mesa ocupada del sitio entre semana. El tiempo de espera de los plato es normal. Volvería a potbar otros platos y sus hamburguesas.","domingo, 6a10 AM, 12 PMa3 AM; lunes, 12a3 PM, 6a10 PM; martes, 12a3 PM, 6a11 PM; miércoles, 12a3 PM, 6a10 PM; jueves, 12a3 PM, 6a10 PM; viernes, 12a3 PM, 6a11 PM; sábado, 12a3 PM, 6a11 PM","3V9W+J9 Floridablanca, Santander","N° 26-50, Cañaveral, Cl. 33, Floridablanca, Santander","Floridablanca, Santander",Santander,https://instagram.com/tribbeca_steakhouse_?igshid=YmMyMTA2M2Y=,7.0690148,-73.1040943,https://maps.app.goo.gl/T531nbdVNMKCYBnY6
Blacho Comidas Rapidas,Restaurante,"4,3",83.0,5.0,"La comida es muy rica
El servicio poco demorado
Y falta ventilación","domingo, 6 PMa1 AM; lunes, Cerrado; martes, 6 PMa12 AM; miércoles, 6 PMa12 AM; jueves, 6 PMa12 AM; viernes, 6 PMa1 AM; sábado, 6 PMa1 AM","3WR4+8J Floridablanca, Santander","Cl. 56 #1602, Floridablanca, Santander","Floridablanca, Santander",Santander,,7.0908682,-73.0934324,https://maps.app.goo.gl/ZcfhhwJVodjYVeWa6
La Birreria,Restaurante colombiano,"4,4",11.0,5.0,"Las hamburguesas son ricas, aunque la carne es un poco gruesa (por si no te agrada esto), el servicio es bueno, la música rock de diferentes tiempos. Delicioso para charlar,  lo único es que si hay evento en la plaza del centro comercial el ruido es atronador!","domingo, 11 AMa9 PM; lunes, 11 AMa9 PM; martes, 11 AMa9 PM; miércoles, 11 AMa9 PM; jueves, 11 AMa9 PM; viernes, 11 AMa10 PM; sábado, 11 AMa10 PM","3VCW+J3 Floridablanca, Santander","Centro Comercial Caracoli, Tv. El Bosque #29-145 Local 404, Canaveral, Floridablanca, Santander","Floridablanca, Santander",Santander,,7.0715332,-73.1047707,https://maps.app.goo.gl/Et5ZxDK7V3PS7YD89
La Jugada de Leo Cañaveral,Restaurante,"4,4",325.0,1.0,"Acabo de ir a pedir 2 jugos y no me quisieron vender porque ya no habia servicio, si el servicio va hasta las 10:30 pm no coloquen en la pagina de google que atienden hasta las 11:00 pm porque es una gran mentira  el colmo que los empleados no hayan querido ve der 2 tristes jugos.","domingo, 7:30 AMa11 PM; lunes, 7:30 AMa11 PM; martes, 7:30 AMa11 PM; miércoles, 7:30 AMa11 PM; jueves, 7:30 AMa11 PM; viernes, 7:30 AMa11 PM; sábado, 7:30 AMa11 PM","3V9V+XR Floridablanca, Santander","Cra. 26 A #30-72, Cañaveral, Floridablanca, Santander","Floridablanca, Santander",Santander,,7.0699614,-73.1053884,https://maps.app.goo.gl/wPF7rUazgsQZfbei8
La valenciana,Restaurante,"3,7",170.0,1.0,"En la sede cañaveral: Si usted quiere decepcionar a su pareja o familia este es el lugar perfecto. Si a usted le genera depresión y ánimos suicidas perder dinero con pésimos alimentos, por favor no acuda a este lugar.

Esto no aplica para la sede UIS, allí la comida es de la calidad.",,"3VHW+2H Floridablanca, Santander","Cl. 16 #12-02, Floridablanca, Santander","Floridablanca, Santander",Santander,,7.0775347,-73.1036018,https://maps.app.goo.gl/RrE3fMAQze9pgQRR9
Jarri&apos;s Floridablanca,Restaurante especializado en pollo,"4,5",589.0,5.0,"Muy rico el pollo de Jarri&apos;s nos gusta mucho porque es crocante y tiene muy buen sabor.
Además de ser acompañdo por papas y arepitas.
Un comida rápida para compartir y disfrutar de vez en cuando.
La atención es muy buena, aunque hay que tener paciencia ya que suele haber mucha clientela y dependiendo del día es un poco demorado.","domingo, 11 AMa10 PM; lunes, 11 AMa10 PM; martes, 11 AMa10 PM; miércoles, 11 AMa10 PM; jueves, 11 AMa10 PM; viernes, 11 AMa10 PM; sábado, 11 AMa10 PM","3W78+X2 Floridablanca, Santander","Cl. 3 #10-86, Floridablanca, Santander","Floridablanca, Santander",Santander,http://www.jarris.co/,7.0649022,-73.0849481,https://maps.app.goo.gl/ADVGpCakb2Jox334A
Hunger Burger,Hamburguesería,"4,1",18.0,3.0,Compré una hamburguesa que valía 33.000 y me cobraron 41.000 en total. Factura sin precios ni nada. La hamburguesa si estuvo buena.,,"2WJ4+54 Floridablanca, Santander","Ruitoque Plaza, Ruitoque Alto via tres esquinas Km 7, Local 2, Floridablanca, Santander","Floridablanca, Santander",Santander,,7.0304838,-73.0946575,https://maps.app.goo.gl/BAkcMxLKrzckdGUQ8
Yagui burguer sede 2,Restaurante,"4,4",74.0,3.0,"Lugar: Bonito, buena música y su ambientación genial.
Tiempo: muy demorado para estar vacío en ese momento.
Sabor: Perfecto totalmente precio calidad, recomiendo las hamburguesas.",,"3WG6+2W Floridablanca, Santander","Cra. 7 E #27c-2 a, Cl. 27c #32, Floridablanca, Santander","Floridablanca, Santander",Santander,,7.0750412,-73.0876923,https://maps.app.goo.gl/FfukacQU4vTvzhJ5A
McDonald&apos;s Florida,Restaurante,"4,2",738.0,1.0,"Muchos jóvenes sin capacitación en servicio al cliente. Pésima atención desde la caja, hasta la entrega. Hasta mala cara hacen. Fui a pedir una hamburguesa y no le pusieron queso .","domingo, 9 AMa9 PM; lunes, 9 AMa9 PM; martes, 9 AMa9 PM; miércoles, 9 AMa9 PM; jueves, 9 AMa9 PM; viernes, 9 AMa9 PM; sábado, 9 AMa9 PM","3VCV+7Q Floridablanca, Santander","Calle 31 No. 26A-19, Local 225 C.C. La Florida -(Floridablanca Santader), Floridablanca, Santander","Floridablanca, Santander",Santander,http://www.mcdonalds.com.co/,7.0707429,-73.1055347,https://maps.app.goo.gl/q83EiEtM4M1iyCAr6
KENKO FOOD,Restaurante,"4,7",401.0,5.0,"La atención es excelente, la persona encargada es muy amable y servicial. La comida es deliciosa, puedes escoger entre papas, arepas o hamburguesas (especiales de la casa), es algo similar a Subway donde de una vitrina puedes escoger los ingredientes y eso hace que varíe su precio. Lo recomiendo.","domingo, 5a11 PM; lunes, 5a11 PM; martes, 5a11 PM; miércoles, 5a11 PM; jueves, 5a11 PM; viernes, 5a11 PM; sábado, 5a11 PM","3WG6+VH Floridablanca, Santander","Cra. 7 E #30a - 24, Floridablanca, Santander","Floridablanca, Santander",Santander,https://www.instagram.com/kenkofoodbga/,7.0771627,-73.0885506,https://maps.app.goo.gl/2iZaxysJJFRZUktx8
Rosso Restaurante,Restaurante,"4,5",17.0,5.0,"Excelente lugar para compartir en familia. La comida exquisita, el mejor restaurante de Floridablanca, y el servicio 1A. Se los recomiendo. Posdatta: Precios económicos 👍…",,"3W67+82 Floridablanca, Santander","Cl. 7 #5-59, Floridablanca, Santander","Floridablanca, Santander",Santander,,7.0608019,-73.0874376,https://maps.app.goo.gl/d1cd1C2Jtwa8L9fj9
Hot Pepper Burger,Restaurante de comida rápida,"4,8",84.0,5.0,"Excelente los almuerzos, la relación calidad precio son más de lo que espere, muy satisfecha.

Hoy almorcé pollo a la jardinera, lentejas rancheras, woww","domingo, 12a11 PM; lunes, Cerrado; martes, 12a10:30 PM; miércoles, 12a10:30 PM; jueves, 12a10:30 PM; viernes, 12a11 PM; sábado, 12a11 PM","3R6H+2W Girón, Santander","Cra. 26 #16 23, Girón, Santander","Girón, Santander",Santander,,7.0600452,-73.1701941,https://maps.app.goo.gl/f6mJdhHBTqbERLRk8
Stop Burguer - Poblado Girón,Restaurante,"4,2",771.0,5.0,"El sitio mas espectacular de Girón! Excelente comida, trago y ambiente. Me encantó!!","domingo, 12 PMa12 AM; lunes, 5 PMa12 AM; martes, 5 PMa12 AM; miércoles, 5 PMa12 AM; jueves, 5 PMa12 AM; viernes, 5 PMa12 AM; sábado, 5 PMa1 AM","3RFJ+P9 Girón, Santander","Cra. 26 #43-24, Girón, Santander","Girón, Santander",Santander,,7.0742794,-73.1690858,https://maps.app.goo.gl/PMC76RpL5tr9xUMP9
Stop Burguer -,Hamburguesería,"4,4",118.0,5.0,"Lo había visto tanta publicidad del lugar (la sede de caneyes) que tenía ganas fe probarlo asi que fuimos a celebrar el cumple de mi papá. La comida es deliciosa, buenas porciones acordé a los precios, fueron super amables y el lugar es fácil de encontrar.

Lo recomiendo y volveré a ir.","domingo, 12 AMa12 PM, 4 PMa12 AM; lunes, 12 AMa12 PM, 4:30 PMa12 AM; martes, 12 AMa12 PM, 4:30 PMa12 AM; miércoles, 12 AMa12 PM, 4:30 PMa12 AM; jueves, 12 AMa12 PM, 4:30 PMa12 AM; viernes, 12 AMa12 PM, 4:30 PMa12 AM; sábado, 12 AMa12 PM, 4:30 PMa12 AM","3R7M+GJ Girón, Santander","Cl. 19, Girón, Santander","Girón, Santander",Santander,,7.0638043,-73.1659721,https://maps.app.goo.gl/DnkLjmGbiponG39V7
Comidas Rapidas BOMBY La Mejor Hamburguesa,Restaurante de comida rápida,"5,0",16.0,5.0,"Sin duda una de las mejores hamburguesas de toda Bucaramanga, con su carne al carbón y su salsa tártara de la casa hacen que la combinación de sabores sea aprovechada al máximo, recomiendo mucho las papas mayrita!! He ido varias veces y nunca han fallado en su servicio, RECOMENDADOOO! 😻","domingo, 5a11 PM; lunes, 5a11 PM; martes, Cerrado; miércoles, 5a11 PM; jueves, 5a11 PM; viernes, 5a11 PM; sábado, 5a11 PM","3R9M+24 Girón, Santander","Barrio La Muralla 2, Carrera 23, Amplio parqueo #30a-10, Girón, Santander","Girón, Santander",Santander,,7.0675317,-73.1672359,https://maps.app.goo.gl/DRHGSKCugxoF4GrF9
Casa Hamburguesera de Dios_,Restaurante,"4,8",23.0,1.0,"Anteriormente tenían hamburguesas super ricas, pero ahora ya no se sienten de la misma calidad. Además del tiempo de espera para tomar el pedido sin ningún tipo de disculpa, estuve esperando 2 horas para que prepararan una hamburguesa que al final nunca hicieron.","domingo, 5a11 PM; lunes, 5a11 PM; martes, 5a11 PM; miércoles, 5a11 PM; jueves, 5a11 PM; viernes, 5a11 PM; sábado, 5a11 PM","3R3J+29 Girón, Santander","Transversal 21 a 7a 17, 1 piso, Girón, Santander","Girón, Santander",Santander,https://burgerdiosamor.ola.click/,7.0525674,-73.1690816,https://maps.app.goo.gl/ydDj5qVQZni7HTTk6
Burger Carrizal,Restaurante,"4,5",80.0,5.0,Muy bueno el servicio y la sazòn es muy buena y a un excelente precio,"domingo, 4:01 PMa12 AM; lunes, 4:01 PMa12 AM; martes, 4:01 PMa12 AM; miércoles, 4:01 PMa12 AM; jueves, 4:01 PMa12 AM; viernes, 4:01 PMa12 AM; sábado, 4:01 PMa12 AM","3RJH+76 Girón, Santander","Cra. 22 C #Local 1, Girón, Santander","Girón, Santander",Santander,,7.080711,-73.1718913,https://maps.app.goo.gl/GEtjidT3F9zbKVH39
Hamburguesas maia,Hamburguesería,"4,2",78.0,3.0,"La comida es rica y es bueno el lugar, pero si van a pedir a domicilio mejor ir a recoger, el domicilio demora más de hora y media siendo para Giron","domingo, 4:30 PMa1:30 AM; lunes, 5 PMa1 AM; martes, 5 PMa1 AM; miércoles, 5 PMa1 AM; jueves, 5 PMa1 AM; viernes, 5 PMa1 AM; sábado, 4:30 PMa1:30 AM","3RCP+H7 Girón, Santander","rincón de, Cl 38 #18-02, Girón, Santander","Girón, Santander",Santander,,7.0713916,-73.1642646,https://maps.app.goo.gl/pbz4rKVbpfis5C488
Pipo´s Burger Giron,Restaurante de comida rápida,"4,6",77.0,1.0,"La comida es deliciosa, pero como empleado que trabajo de mesero en el restaurante, recibí un trato de humillaciones y desprecio por parte del administrador, no recomiendo un lugar que explota a así a sus empleados.","domingo, 4:30a11 PM; lunes, Cerrado; martes, 4:30a11 PM; miércoles, 4:30a11 PM; jueves, 4:30a11 PM; viernes, 4:30a11:30 PM; sábado, 4:30 PMa12 AM","3R8M+22 Girón, Santander","Cl. 21 #26-1, Girón, Santander","Girón, Santander",Santander,,7.0650728,-73.1674759,https://maps.app.goo.gl/ZWyJk9kDDhuqw9518
Jaco Burguer,Restaurante de comida rápida,"4,6",32.0,5.0,"Excelente comida, muy buen sabor, su Cheff es muy gentil y entregado en su producto, realmente una experiencia gastronómica que solo los  restaurantes de barrio pueden Ofrecer, recomendado sobre todo por su comida tan económica y a la vez de excelente sabor!","domingo, 6a11 PM; lunes, 6a10:30 PM; martes, Cerrado; miércoles, 6a10:30 PM; jueves, 6a10:30 PM; viernes, 6a10:30 PM; sábado, 6a11 PM","3RMG+69 Girón, Santander","San Antonio del Carrizal, Cl. 55 #22c38, Girón, Santander","Girón, Santander",Santander,,7.0830064,-73.1740156,https://maps.app.goo.gl/vj387umKwNbaEMhG9
Comidas Rapidas Cantera Burger,Restaurante de comida rápida,"4,4",7.0,5.0,Excelente lugar vale la pena comer pequeño pero muy confortable,"domingo, 6a11 PM; lunes, Cerrado; martes, Cerrado; miércoles, 6a10 PM; jueves, 6a10 PM; viernes, 6a11 PM; sábado, 6a11 PM","3RFP+CH Girón, Santander","Rincón de Girón, Cl. 44 #16-80, Girón, Santander","Girón, Santander",Santander,,7.0736125,-73.1635027,https://maps.app.goo.gl/evAoX6byxQDhvVdFA
Terminus Hamburguesería,Hamburguesería,"4,8",9.0,4.0,"Me gustan sus hamburguesas y sus salsas,  por mejorar, cuando pedí adicional de queso para las papas, la cantidad que agregaron no era acorde con el precio.","domingo, 5:30a10:30 PM; lunes, Cerrado; martes, 5:30a10:30 PM; miércoles, 5:30a10:30 PM; jueves, 5:30a10:30 PM; viernes, 5:30a10:30 PM; sábado, 5:30a10:30 PM","3R7M+R2 Girón, Santander","Villa Campestre 1, 687551, Girón, Santander","Girón, Santander",Santander,,7.0645886,-73.1674705,https://maps.app.goo.gl/Vup3pMjZZj15uZ2M6
Comidas Rápidas Donde Lucho,Hamburguesería,"4,1",481.0,5.0,Excelente sitio para comer en familia. Agradable y menu muy acordé a las necesidades del cliente,"domingo, 5 PMa12:30 AM; lunes, 5 PMa12:30 AM; martes, 5 PMa12:30 AM; miércoles, 5 PMa12:30 AM; jueves, 5 PMa12:30 AM; viernes, 5 PMa12:30 AM; sábado, 5 PMa12:30 AM","3RFP+38 Girón, Santander","Cl. 42 #18-09, Girón, Santander","Girón, Santander",Santander,,7.0726483,-73.1641872,https://maps.app.goo.gl/Sq3YPz2cSTT1A1gL7
Di matteo burger club,Restaurante de comida rápida,"5,0",7.0,5.0,"Excelentes instalaciones, muy cómodas, ambiente tranquilo. El servicio es excelente y el menú delicioso. El maracumango es espectacular. La picada también la recomiendo.","domingo, 3:30 AMa10 PM; lunes, 5 AMa10 PM; martes, 5 AMa10 PM; miércoles, 5a10 AM; jueves, 5 AMa10 PM; viernes, 5 AMa10 PM; sábado, 5 AMa10 PM","3R8H+VQ Girón, Santander","Cra. 27 #29-40, Girón, Santander","Girón, Santander",Santander,,7.06717,-73.1705458,https://maps.app.goo.gl/PbW5vyEscFe3UEn69
Comidas Rapidas El Terrible,Hamburguesería,"4,3",383.0,5.0,Excelente lugar! La comida...el ambiente...la ubicacion...El servicio 10/10,"domingo, 4a11:15 PM; lunes, 4a11:15 PM; martes, 4a11:15 PM; miércoles, 4a11:15 PM; jueves, 4a11:15 PM; viernes, 4:30a11:15 PM; sábado, 4a11:20 PM","3R6J+94 Girón, Santander","Cl. 19 #25-121, Girón, Santander","Girón, Santander",Santander,,7.0609663,-73.1697424,https://maps.app.goo.gl/6envPb3Df6S6hbX48
homero burger,Restaurante,"4,2",164.0,1.0,"Pedí una hamburguesa, y me salio seca y a aparte empalagosa. Nmms","domingo, 4:30a10:59 PM; lunes, 5a11:50 PM; martes, 4:30a10:59 PM; miércoles, 4:30a10:59 PM; jueves, 4:30a10:59 PM; viernes, 4:30a10:59 PM; sábado, 4:30a10:59 PM","3RGG+JJ Girón, Santander","Calle 37 #29 B140, Girón, Santander","Girón, Santander",Santander,http://diuguen7.wix.com/dondehomero,7.076511,-73.173472,https://maps.app.goo.gl/SnMQEJbt2orShx1C9
Hambrology,Restaurante,"4,5",31.0,5.0,Hamburguesas 🍔 y choripapas perros calientes y muchas cosas más deliciosas 😋…,"domingo, 5a10:30 PM; lunes, 5a10:30 PM; martes, 5a10:30 PM; miércoles, 5a10:30 PM; jueves, 5a10:30 PM; viernes, 5a10:30 PM; sábado, 5a10:30 PM","3RFP+77 Girón, Santander","Calle 43 No. 18- 21 Rincón de, Girón, Santander","Girón, Santander",Santander,,7.0731591,-73.1642817,https://maps.app.goo.gl/ttmZJsEgKegGPKas8
Toril Burger Girón,Restaurante de comida rápida,"3,9",15.0,1.0,Deberían ser más serios cuando se hacen pedidos si no van a entregar nada deberían llamar y decir no vamos a despachar definitivamente no recomiendo este sitio,"domingo, 12a10:30 PM; lunes, 12a10:30 PM; martes, 12a10:30 PM; miércoles, 12a10:30 PM; jueves, 12a10:30 PM; viernes, 12a10:30 PM; sábado, 12a10:30 PM","3R3J+P6 Girón, Santander","Altos De Arenales, Dg. 8a #22B-8, Girón, Santander","Girón, Santander",Santander,,7.0543079,-73.1694261,https://maps.app.goo.gl/g3ajCa7eXV9Pqztm9
Comidas Rapidas Brothers Márquez burgers &amp; dogs,Comida a domicilio,"4,7",6.0,4.0,"Delicioso, excelente servicio","domingo, 5 PMa12 AM; lunes, 5 PMa12 AM; martes, 5 PMa12 AM; miércoles, 5 PMa12 AM; jueves, 5 PMa12 AM; viernes, 5 PMa12 AM; sábado, 5 PMa12 AM","3R7M+PF Girón, Santander","Cra. 19 # 22-105, Girón, Santander","Girón, Santander",Santander,,7.0643559,-73.1663045,https://maps.app.goo.gl/wUYPd8W83Tg9h7aA6
La Leyenda Parrilla,Hamburguesería,"4,3",52.0,1.0,"Hamburguesas SÉCAS como aserrín, y sobretodo muy nerviudas.

Los precios son extremadamente altos que no corresponden ni a la calidad, ni a la presentación ni al servicio recibido.","domingo, 5a11:30 PM; lunes, 5a11:30 PM; martes, 5a11:30 PM; miércoles, 5a11:30 PM; jueves, 5a11:30 PM; viernes, 5a11:30 PM; sábado, 5a11:30 PM","3R4M+52 Girón, Santander","Cl 10B #21a 09, Girón, Santander","Girón, Santander",Santander,https://wa.me/c/573223045142,7.055451,-73.1674463,https://maps.app.goo.gl/zQzv24Jjob4hrMeX8
EL PUENTE AL CARBON,Restaurante de comida rápida,"4,4",66.0,1.0,"Era mi comida rápido favorita en Girón, no sé si fue cambio de chef o simplemente ya no utilizan los mismos productos pero han desmejorado muchísimo, quisiera que volvieran las mismas hamburguesas de antes. 😐…","domingo, 2a11:30 PM; lunes, 2a11:30 PM; martes, 2a11:30 PM; miércoles, 2a11:30 PM; jueves, 11:30 AMa11:30 PM; viernes, 2a11:30 PM; sábado, 2a11:30 PM","3R6H+2W Girón, Santander","Cl. 17 #26-05, Santa cruz, Girón, Santander","Girón, Santander",Santander,,7.0600837,-73.1702448,https://maps.app.goo.gl/ketxonmVSQL1zRRF7
Subterraneo burguer,Restaurante de comida rápida,"4,9",8.0,5.0,Excelente sabor y los ingredientes de la hamburguesa de primera calidad  lo recomiendo al 100%,"domingo, 4:30a11:30 PM; lunes, Cerrado; martes, Cerrado; miércoles, Cerrado; jueves, Cerrado; viernes, 4:30a11:30 PM; sábado, 4:30a11:30 PM","3RCC+MX Girón, Santander","Cra. 34 #36-87 05, Girón, Santander","Girón, Santander",Santander,,7.0716612,-73.1775133,https://maps.app.goo.gl/XtG2ftc87KGsmNru6
Street food burger Giron,Restaurante de comida rápida,"5,0",1.0,5.0,La comida es deliciosa 😋…,"domingo, 6a11:30 PM; lunes, Cerrado; martes, 6a11:30 PM; miércoles, 6a11:30 PM; jueves, 6a11:30 PM; viernes, 6a11:30 PM; sábado, 6a11:30 PM","3R5P+WF Girón, Santander","Peatonal 14C #36, Girón, Santander","Girón, Santander",Santander,,7.0598271,-73.1637666,https://maps.app.goo.gl/xK5Ln3CsW2jJNikT8
702 Burger and Drinks PORTAL,Hamburguesería,"4,5",332.0,1.0,Pésimo se demora hasta 1 hora  y aparte re poco cantidad nada acorde al precio que piden por los productos que ofrecen  mi esposa mide 1.50 y es mas grande la mano de ella a comparación con las papas locas que envían por un precio de 30k vean lo que ofrecen y lo que terminan vendiendo,"domingo, 4:30a11:30 PM; lunes, 4:30a11:30 PM; martes, 4:30a11:30 PM; miércoles, 4:30a11:30 PM; jueves, 4:30a11:30 PM; viernes, 4:30a11:30 PM; sábado, 4:30a11:30 PM","3R6J+GF Girón, Santander","687542, Girón, Santander","Girón, Santander",Santander,,7.0612898,-73.1687589,https://maps.app.goo.gl/e5MjNaNVzgKreu9S8
House Burguer,Hamburguesería,"5,0",5.0,5.0,"Muy buenas Hamburguesas y Pizzas induviduales.

Domicilios en tiempo y precio razonable (Fuera del sector), y muy bien empacado.

Buen sazón.
Buena calidad.","domingo, 6a10:30 PM; lunes, 6a10:30 PM; martes, 6a10:30 PM; miércoles, 6a10:30 PM; jueves, 6a10:30 PM; viernes, 6a10:30 PM; sábado, 6a10:30 PM","3R4J+JQ Girón, Santander","Cl. 12 #22-39, Girón, Santander","Girón, Santander",Santander,,7.0566208,-73.1681015,https://maps.app.goo.gl/Cidxo2vMS5zHUt3h8
Comidas Rápidas Tommy,Restaurante,"4,5",156.0,5.0,La comida es muy rica y el servicio es bueno. Seria genial que mejoraran el orden de las personas a entrar al lugar. En general es muy buen servicio.,"domingo, 6a11 PM; lunes, Cerrado; martes, Cerrado; miércoles, 6a11 PM; jueves, 6a11 PM; viernes, 6a11 PM; sábado, 6a11 PM","3R6J+G9 Girón, Santander","Cra. 20 #24-38, Girón, Santander","Girón, Santander",Santander,,7.0612742,-73.169061,https://maps.app.goo.gl/fTW9q8jzmwFaW6YG9
